"Content ID","Category","Value"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","","60"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","70"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","-5"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","35"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","0"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","45"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","-5"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","20"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","72"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science","30"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","","30"
"1de2f0f9-61ab-43fb-9180-6870824c63c0","science",""
"e18e10e9-ed2a-494b-b215-edce890b1df4","",""
"e18e10e9-ed2a-494b-b215-edce890b1df4","food","-15"
"e18e10e9-ed2a-494b-b215-edce890b1df4","food","20"
"e18e10e9-ed2a-494b-b215-edce890b1df4","food","-5"
"e18e10e9-ed2a-494b-b215-edce890b1df4","food","50"
"e18e10e9-ed2a-494b-b215-edce890b1df4","food","-12"
"e18e10e9-ed2a-494b-b215-edce890b1df4","food","50"
"e18e10e9-ed2a-494b-b215-edce890b1df4","food","65"
"e18e10e9-ed2a-494b-b215-edce890b1df4","food",""
"c2d6e707-f00e-4fa4-a193-eb36272f58df","",""
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","60"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","0"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","72"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","60"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","72"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","20"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","60"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","20"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","30"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","","75"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","65"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","70"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","-10"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism","20"
"c2d6e707-f00e-4fa4-a193-eb36272f58df","veganism",""
"af7971aa-5fd5-41d3-b6c3-583704a705a2","",""
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","70"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","60"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-12"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-15"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-12"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","70"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","45"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-5"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","70"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","","72"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","35"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","70"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","35"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-5"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","65"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","30"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","45"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-15"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","45"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","","20"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","20"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","50"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-10"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","75"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-15"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","0"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","30"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","72"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","30"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","","65"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","75"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","60"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","75"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-10"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","72"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","72"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","0"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","20"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","72"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","","72"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","35"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","35"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","20"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating","-15"
"af7971aa-5fd5-41d3-b6c3-583704a705a2","healthy eating",""
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","",""
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","-15"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","-5"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","-15"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","20"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","-15"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","35"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","-5"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","50"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","75"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","","70"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","75"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","35"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","-15"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","60"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","35"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","-5"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism","70"
"6d6cf6a3-4187-44ec-af28-91c99b584bcf","veganism",""
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","",""
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","45"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","45"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","35"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","60"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","-15"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","65"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","70"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","35"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","-12"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","","50"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","0"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","45"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","60"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","-15"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","0"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","75"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","-12"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","65"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","50"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","","-15"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","35"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","75"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","45"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","65"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","75"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","35"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","70"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","60"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating","65"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","","0"
"5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0","healthy eating",""
"c8b044a9-8427-4b41-bc61-7b549ab1626c","",""
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","65"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","-12"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","35"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","-15"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","45"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","-12"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","35"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","20"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","60"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","","72"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","35"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","65"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","50"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying","-5"
"c8b044a9-8427-4b41-bc61-7b549ab1626c","studying",""
"cd568dd1-70cf-45d6-b495-10eebff8c920","",""
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","45"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","-5"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","70"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","72"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","-10"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","20"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","75"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","-5"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","0"
"cd568dd1-70cf-45d6-b495-10eebff8c920","","72"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","65"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","65"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","75"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","60"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","60"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","30"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","65"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","60"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","0"
"cd568dd1-70cf-45d6-b495-10eebff8c920","","50"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","30"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","72"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","45"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","35"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","0"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","60"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","0"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","45"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","-12"
"cd568dd1-70cf-45d6-b495-10eebff8c920","","70"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","75"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","70"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","65"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","65"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","60"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","65"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","-15"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","20"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","70"
"cd568dd1-70cf-45d6-b495-10eebff8c920","","72"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","45"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","20"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","75"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","72"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","-10"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","65"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs","70"
"cd568dd1-70cf-45d6-b495-10eebff8c920","dogs",""
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","",""
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","70"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","30"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","0"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","35"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","-10"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","-15"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","0"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","45"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","-15"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","","0"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","30"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","70"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","20"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","70"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","70"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","-10"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","75"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","70"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","70"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","","-10"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","-15"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","0"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","20"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","72"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","45"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","75"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel","-12"
"72822fb8-8a40-4cf1-a86a-42140b3bf9f3","travel",""
"ef99fd68-74fb-4c72-bc70-742ebca14499","",""
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","75"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","20"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","35"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","45"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-15"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-10"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","45"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","35"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","75"
"ef99fd68-74fb-4c72-bc70-742ebca14499","","45"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","50"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-5"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","72"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-5"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","65"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","20"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","20"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-5"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","20"
"ef99fd68-74fb-4c72-bc70-742ebca14499","","50"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","45"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","45"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","0"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","65"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","50"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-10"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","72"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","60"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","30"
"ef99fd68-74fb-4c72-bc70-742ebca14499","","72"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","20"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","65"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-5"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","70"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","60"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","-10"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","65"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","45"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer","30"
"ef99fd68-74fb-4c72-bc70-742ebca14499","","70"
"ef99fd68-74fb-4c72-bc70-742ebca14499","soccer",""
"d147ab3c-4097-4eec-b4dc-480e4ece801b","",""
"d147ab3c-4097-4eec-b4dc-480e4ece801b","culture","-10"
"d147ab3c-4097-4eec-b4dc-480e4ece801b","culture","0"
"d147ab3c-4097-4eec-b4dc-480e4ece801b","culture","20"
"d147ab3c-4097-4eec-b4dc-480e4ece801b","culture",""
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","",""
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","70"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","0"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","75"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","72"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","70"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","70"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","70"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","65"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism","65"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","","-12"
"62681a6c-fe82-4186-ba7d-0805ae5b95ed","Veganism",""
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","",""
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-15"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","50"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-10"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-10"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-12"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","65"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","45"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-15"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","60"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","","75"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-15"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","50"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","45"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-15"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","30"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","60"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","50"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","70"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","60"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","","30"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-5"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-10"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-10"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","70"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","70"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-15"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","70"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","-12"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","healthy eating","60"
"ec8e2d25-5730-4753-a0a2-d1ed41e23623","",""
"67f2a150-6086-4cbd-8d21-46250ccef5a2","",""
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","65"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","70"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-15"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-5"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-10"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","45"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","","70"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","35"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","30"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","50"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","60"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","60"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-5"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-15"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","45"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-5"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-5"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-12"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-10"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","45"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","30"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","70"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","","50"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","45"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","65"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","-15"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","75"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","65"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","65"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","72"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","","-15"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","0"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","20"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","30"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","70"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","35"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking","75"
"67f2a150-6086-4cbd-8d21-46250ccef5a2","cooking",""
"65545cfb-59bb-4dc1-a38b-82f268210da2","",""
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","70"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-15"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","20"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-5"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-12"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","0"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","70"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-12"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","72"
"65545cfb-59bb-4dc1-a38b-82f268210da2","","60"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","75"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-12"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","70"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","50"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","70"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","70"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","72"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","30"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","20"
"65545cfb-59bb-4dc1-a38b-82f268210da2","","35"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-10"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","65"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","0"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","65"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-5"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","72"
"65545cfb-59bb-4dc1-a38b-82f268210da2","technology","-10"
